age,income,cibil,loan,existing_emi,tenure,property_age,property_value,foir,ltv,loan_to_income,employment_type,city_type,approved
34,228509,632,4972857,34900,12,4,9161964,0.3943,0.5428,1.8135,self_employed,metro,0
21,170818,756,6910579,32735,9,8,7621441,0.7289,0.9067,3.3713,self_employed,metro,0
33,48994,633,6661031,33418,10,18,6912234,2.3677,0.9637,11.3297,salaried,metro,0
38,166211,714,3286528,10557,8,9,3374692,0.3481,0.9739,1.6478,salaried,metro,1
23,137437,717,2346962,21078,8,26,4042956,0.3991,0.5805,1.4231,salaried,non_metro,1
62,59010,810,7653606,39206,12,24,9543381,2.1041,0.802,10.8083,self_employed,metro,0
50,196093,773,1682427,3889,18,18,3897835,0.0975,0.4316,0.715,salaried,metro,1
50,103082,676,4162923,10717,13,29,6738722,0.5325,0.6178,3.3654,salaried,metro,0
21,91265,745,3869092,2657,28,12,5624825,0.3603,0.6879,3.5328,salaried,metro,1
34,230912,661,3362138,17438,18,19,3651828,0.2074,0.9207,1.2134,salaried,metro,1
50,79813,773,3309615,12702,30,15,7345731,0.478,0.4505,3.4556,self_employed,non_metro,1
43,190764,672,675837,37260,27,12,1081545,0.2233,0.6249,0.2952,self_employed,non_metro,0
32,78002,687,1393245,34245,18,20,3544263,0.6008,0.3931,1.4885,salaried,non_metro,0
31,185432,640,3260503,17905,9,18,4523176,0.3301,0.7208,1.4653,salaried,metro,0
37,195742,789,3255464,3512,10,11,4466227,0.2241,0.7289,1.386,self_employed,non_metro,1
36,129750,717,4063565,34585,28,18,9617011,0.5112,0.4225,2.6099,self_employed,non_metro,0
27,188436,829,4068161,13798,7,19,6552086,0.4151,0.6209,1.7991,salaried,metro,1
21,192184,736,546150,38168,14,2,8015678,0.2276,0.0681,0.2368,self_employed,metro,1
31,50744,655,3771087,28514,6,11,9137327,1.8831,0.4127,6.193,self_employed,non_metro,0
64,85510,718,5958706,39369,12,20,9585936,1.2339,0.6216,5.807,self_employed,non_metro,1
62,188723,728,4355112,33011,13,13,5673436,0.4198,0.7676,1.9231,self_employed,metro,0
55,161102,613,3908340,14258,16,15,5984740,0.3201,0.6531,2.0217,salaried,non_metro,1
59,164559,769,7437526,28677,27,5,8197233,0.5306,0.9073,3.7664,self_employed,metro,0
48,171587,820,4897275,37396,10,16,5075827,0.5718,0.9648,2.3784,salaried,non_metro,1
27,178243,680,1238440,23202,15,20,1844198,0.1986,0.6715,0.579,self_employed,metro,0
43,237706,642,6116627,11243,10,27,9118412,0.3663,0.6708,2.1443,self_employed,non_metro,1
38,169089,829,1116279,18197,25,22,2739469,0.1608,0.4075,0.5501,self_employed,metro,1
46,46634,604,6759987,3506,13,20,8861683,1.6134,0.7628,12.0799,self_employed,metro,0
40,120308,710,1075964,15673,20,7,5041649,0.2079,0.2134,0.7453,salaried,non_metro,0
21,122703,783,6384850,5914,29,30,8938510,0.4513,0.7143,4.3362,salaried,non_metro,1
61,193537,683,5191347,34425,5,18,9839945,0.7282,0.5276,2.2353,self_employed,non_metro,0
36,162533,705,1059189,35674,22,13,7642822,0.2741,0.1386,0.5431,self_employed,non_metro,1
49,186292,638,5015673,38353,5,20,7037274,0.7583,0.7127,2.2436,self_employed,non_metro,1
63,234631,795,7833935,16570,28,3,7899964,0.3315,0.9916,2.7824,self_employed,non_metro,1
42,207225,638,3147372,18966,26,23,9320726,0.2125,0.3377,1.2657,self_employed,metro,1
55,239172,641,787972,16772,18,19,1394054,0.1,0.5652,0.2745,salaried,metro,1
31,96380,679,3976212,1206,11,10,4492573,0.4946,0.8851,3.438,salaried,metro,1
26,238032,842,6093778,4565,8,21,6708578,0.3876,0.9084,2.1334,salaried,metro,1
59,129526,838,306600,37051,28,27,5867622,0.3045,0.0523,0.1973,salaried,metro,1
33,156879,710,3094235,24299,29,0,4623259,0.3077,0.6693,1.6436,self_employed,metro,1
59,191824,688,4556781,22483,18,21,6312719,0.3323,0.7218,1.9796,self_employed,metro,0
40,247890,796,2106762,11688,13,28,7693817,0.1373,0.2738,0.7082,salaried,metro,1
23,50265,696,5553235,34166,5,21,7652773,2.9464,0.7257,9.2066,salaried,metro,0
21,82243,635,6308218,4866,6,28,8269436,1.4228,0.7628,6.3918,self_employed,non_metro,1
47,100924,706,3819942,25731,22,2,9143996,0.5723,0.4178,3.1541,self_employed,non_metro,0
44,131131,695,1696519,20857,10,29,6080754,0.3195,0.279,1.0781,self_employed,non_metro,1
23,124054,737,7792901,27214,29,25,8987065,0.7061,0.8671,5.2349,salaried,metro,1
25,192813,776,2858041,9974,12,5,3816246,0.2163,0.7489,1.2352,self_employed,non_metro,1
34,210215,646,6832335,8844,25,7,7699013,0.3038,0.8874,2.7085,salaried,metro,1
61,226632,655,5514877,10907,19,11,8987184,0.2636,0.6136,2.0278,self_employed,metro,0
30,116234,827,3205693,28067,5,4,9404504,0.8073,0.3409,2.2983,salaried,non_metro,0
63,88647,648,1208489,1879,19,26,3753191,0.1419,0.322,1.136,self_employed,non_metro,1
22,21816,814,1956789,5746,13,21,9604479,1.2152,0.2037,7.4746,salaried,metro,1
46,85642,609,851950,13046,20,27,7834315,0.2387,0.1087,0.829,self_employed,metro,0
50,124075,752,2457526,9267,8,23,4873924,0.3598,0.5042,1.6506,self_employed,non_metro,1
61,28128,834,6136744,3730,19,14,9916895,2.0644,0.6188,18.181,salaried,metro,0
23,25552,626,6873614,21519,18,12,7228750,3.2779,0.9509,22.4171,self_employed,metro,0
65,116422,848,3173669,30828,10,6,8942226,0.6028,0.3549,2.2717,salaried,non_metro,1
58,165451,638,2600561,22783,28,28,7669142,0.2605,0.3391,1.3098,salaried,non_metro,1
22,238065,689,4499045,6495,6,26,6039165,0.3633,0.745,1.5749,salaried,metro,1
22,183469,641,5267994,2336,7,14,8721709,0.4674,0.604,2.3928,salaried,non_metro,1
39,147399,642,4784435,33317,28,2,5849149,0.4796,0.818,2.7049,self_employed,non_metro,0
63,61101,793,6383480,10002,16,17,7629299,1.1609,0.8367,8.7062,salaried,metro,0
29,123506,617,5764757,28631,19,30,8298238,0.6451,0.6947,3.8897,self_employed,metro,0
63,59238,759,551170,32257,24,19,9697574,0.6204,0.0568,0.7754,self_employed,metro,1
35,224222,831,6827849,33240,6,8,8195705,0.6896,0.8331,2.5376,self_employed,non_metro,1
36,89698,751,1410704,27595,23,9,4270312,0.4376,0.3304,1.3106,self_employed,metro,0
39,194478,804,1643862,16692,17,5,9979536,0.1643,0.1647,0.7044,salaried,metro,1
57,248997,727,2224114,31903,30,8,8211227,0.1968,0.2709,0.7444,self_employed,metro,0
26,229244,807,1286980,11254,11,25,9750613,0.1147,0.132,0.4678,salaried,non_metro,1
59,20130,703,7317331,4730,11,4,7827844,4.483,0.9348,30.292,salaried,metro,0
36,58215,736,6496452,17468,14,2,9284375,1.4382,0.6997,9.2995,salaried,metro,0
61,154756,796,2086710,33598,12,26,5322507,0.3668,0.3921,1.1237,self_employed,metro,1
65,87354,810,1576334,35598,24,4,6294124,0.5546,0.2504,1.5038,self_employed,non_metro,0
43,103706,680,4014664,32742,5,1,7259039,1.11,0.5531,3.226,self_employed,non_metro,0
56,87538,776,2495533,22063,24,5,5253700,0.4844,0.475,2.3757,self_employed,metro,0
54,226604,723,7110797,11930,24,21,8221154,0.3084,0.8649,2.615,salaried,non_metro,1
43,26074,715,3725551,12618,21,16,5968348,1.7016,0.6242,11.907,salaried,non_metro,1
38,27957,734,6376339,1534,30,27,6498399,1.8086,0.9812,19.0064,salaried,non_metro,0
64,210622,838,4088428,3802,25,15,8090708,0.1744,0.5053,1.6176,salaried,metro,0
48,189463,738,543227,7980,28,30,5776032,0.0645,0.094,0.2389,self_employed,non_metro,1
28,173831,827,7067945,13271,22,23,9195711,0.4172,0.7686,3.3883,salaried,non_metro,1
45,233631,810,3049136,4341,14,9,9335485,0.1517,0.3266,1.0876,salaried,non_metro,1
45,243390,807,4528037,12397,22,22,8095122,0.2069,0.5594,1.5503,salaried,metro,1
48,195648,835,1296622,29298,24,10,2617964,0.2038,0.4953,0.5523,self_employed,metro,1
62,101391,704,4717308,2445,22,25,5105259,0.4142,0.924,3.8772,salaried,metro,1
60,47649,790,791807,13450,7,13,9856662,0.5454,0.0803,1.3848,salaried,metro,0
30,126737,752,1267339,8062,8,4,8867837,0.2075,0.1429,0.8333,salaried,metro,1
34,138619,723,7299904,16366,21,8,9012886,0.5669,0.8099,4.3885,self_employed,non_metro,0
21,171321,665,6427497,8166,6,24,9708908,0.7147,0.662,3.1264,self_employed,metro,1
23,156925,818,7331509,8988,28,23,9982905,0.4223,0.7344,3.8933,salaried,metro,1
22,65994,749,964598,36085,15,9,9749397,0.6907,0.0989,1.218,salaried,metro,1
30,53857,751,6087193,29378,25,11,9387281,1.4556,0.6485,9.4188,self_employed,metro,1
61,20535,674,2639866,5361,17,6,6496378,1.4544,0.4064,10.7129,self_employed,non_metro,0
36,163608,755,4742990,5375,26,5,8663866,0.2637,0.5474,2.4158,salaried,metro,1
31,248359,837,5025167,28571,29,17,7920048,0.2718,0.6345,1.6861,self_employed,metro,1
56,220956,793,7293747,14492,12,8,9276344,0.432,0.7863,2.7508,salaried,non_metro,1
31,24427,800,2147716,35582,21,6,8997235,2.206,0.2387,7.327,salaried,metro,1
36,244130,647,3475612,12034,23,14,6845017,0.1669,0.5078,1.1864,salaried,non_metro,1
29,76032,811,7928406,11244,30,23,9394820,0.9497,0.8439,8.6898,self_employed,metro,1
52,181060,608,1792181,19463,11,9,8589077,0.2232,0.2087,0.8249,self_employed,non_metro,1
53,127461,646,2477080,8358,12,23,8641299,0.2813,0.2867,1.6195,self_employed,non_metro,0
44,55453,643,2603242,11625,21,24,7315559,0.6097,0.3559,3.9121,salaried,non_metro,1
36,175130,836,1583541,31193,18,27,3523463,0.26,0.4494,0.7535,self_employed,metro,1
35,226091,664,507459,22435,25,2,2343576,0.1173,0.2165,0.187,salaried,non_metro,1
64,86813,607,5747973,11235,12,18,6544461,0.8644,0.8783,5.5176,salaried,non_metro,0
38,119272,654,482126,5781,25,15,7861250,0.081,0.0613,0.3369,salaried,non_metro,1
63,153955,666,1577582,17853,15,8,7232815,0.2169,0.2181,0.8539,salaried,non_metro,1
42,62867,791,401466,12173,18,6,6099707,0.2515,0.0658,0.5322,self_employed,metro,1
65,125212,781,308635,33438,21,26,4377056,0.2881,0.0705,0.2054,self_employed,metro,1
39,76045,684,667847,26046,16,14,5831912,0.4263,0.1145,0.7319,salaried,metro,0
44,174609,677,2604153,7498,6,2,2835424,0.3081,0.9184,1.2428,salaried,non_metro,1
50,84728,732,5952725,32222,18,29,6886540,1.0164,0.8644,5.8547,salaried,metro,1
59,118535,789,6388191,23509,27,29,8522622,0.6232,0.7496,4.4911,self_employed,non_metro,1
23,117724,849,6320679,16989,13,3,7363146,0.7141,0.8584,4.4742,salaried,metro,1
43,106752,732,7533426,10841,7,17,9882411,1.2191,0.7623,5.8808,self_employed,metro,1
27,68799,717,992440,16252,5,15,4796800,0.5322,0.2069,1.2021,salaried,metro,1
49,231066,750,3604538,31165,16,13,4374755,0.2838,0.8239,1.3,self_employed,non_metro,0
49,167880,741,6057724,8164,22,14,9438395,0.3512,0.6418,3.007,self_employed,metro,1
38,217647,616,7982419,7240,14,29,9598486,0.4073,0.8316,3.0563,self_employed,metro,1
65,228408,679,6752961,35370,13,7,9503783,0.4686,0.7106,2.4638,salaried,non_metro,0
29,118193,839,682523,33164,11,16,1769102,0.3481,0.3858,0.4812,salaried,non_metro,1
26,163327,620,4737128,26307,9,6,8903350,0.5462,0.5321,2.417,self_employed,non_metro,1
29,33088,774,1073188,30109,29,11,2929876,1.1613,0.3663,2.7029,salaried,metro,1
50,85391,610,5950197,5349,24,26,9157186,0.6306,0.6498,5.8068,self_employed,metro,0
25,75283,799,3926861,16904,21,10,9955397,0.6691,0.3944,4.3468,salaried,non_metro,0
39,167185,653,7346829,37982,29,28,9334366,0.5677,0.7871,3.662,self_employed,metro,0
41,161422,717,7409959,7268,21,27,8606033,0.4362,0.861,3.8254,salaried,metro,1
65,183496,791,7629242,32834,5,21,9000372,1.032,0.8477,3.4648,salaried,non_metro,0
35,30744,792,4629750,27852,9,3,5817793,2.9057,0.7958,12.5492,self_employed,non_metro,0
59,229677,614,6778201,12402,10,27,7454652,0.4199,0.9093,2.4593,salaried,non_metro,1
44,225347,694,6110641,30138,25,14,7602442,0.3521,0.8038,2.2597,salaried,non_metro,1
48,219714,722,5509656,14866,10,15,9499312,0.3786,0.58,2.0897,self_employed,metro,1
45,66020,816,553265,9270,28,16,3554605,0.2059,0.1556,0.6984,salaried,metro,1
23,240290,773,6872010,10976,29,5,8422378,0.2673,0.8159,2.3832,self_employed,non_metro,1
63,80599,788,5760352,15396,29,18,9360631,0.7447,0.6154,5.9558,self_employed,non_metro,0
63,118104,786,2762369,33176,27,28,9365593,0.4653,0.2949,1.9491,self_employed,metro,1
64,134522,818,5552433,16351,13,14,8050874,0.5596,0.6897,3.4396,salaried,non_metro,0
61,112083,677,5722738,107,24,7,7481937,0.4171,0.7649,4.2548,salaried,non_metro,1
58,77495,611,6525694,33829,18,16,6916202,1.199,0.9435,7.0173,self_employed,metro,0
21,178978,824,7692628,14790,6,19,8883298,0.8468,0.866,3.5817,salaried,non_metro,1
55,50895,769,6574170,11580,28,20,7973591,1.2367,0.8245,10.7643,self_employed,non_metro,1
25,46817,775,4315351,39232,30,27,8980788,1.5467,0.4805,7.6812,self_employed,metro,1
30,100220,643,5728773,22108,23,16,6007609,0.6928,0.9536,4.7635,self_employed,metro,0
56,45873,797,2455208,28606,17,2,2546992,1.1204,0.964,4.4602,salaried,metro,1
38,130819,601,3756720,14904,10,4,5692188,0.47,0.66,2.3931,self_employed,metro,1
57,179381,815,3708807,19826,29,15,8945726,0.2707,0.4146,1.723,self_employed,metro,1
27,30651,618,907465,2218,30,16,9362945,0.3,0.0969,2.4672,salaried,metro,1
42,166298,726,2637901,39526,22,20,4979895,0.3707,0.5297,1.3219,self_employed,non_metro,1
40,247560,646,7241000,18576,9,26,9939692,0.4635,0.7285,2.4375,self_employed,metro,1
23,160012,713,6739379,18983,6,10,8192092,0.8674,0.8227,3.5098,self_employed,non_metro,0
28,161512,744,4451941,32254,12,2,5057133,0.5057,0.8803,2.297,salaried,non_metro,0
30,48049,606,6989549,4066,28,3,9199411,1.2211,0.7598,12.1223,self_employed,metro,0
25,240539,609,4908063,29340,6,26,7200411,0.4847,0.6816,1.7004,self_employed,non_metro,1
49,83732,802,5160880,25308,8,8,9120435,1.1893,0.5659,5.1363,self_employed,non_metro,1
54,110524,724,6184163,26691,11,9,9398086,0.8954,0.658,4.6628,self_employed,metro,1
28,139146,680,2198021,1455,16,11,3641215,0.1612,0.6037,1.3164,salaried,non_metro,1
53,49109,662,439105,33960,25,4,1544695,0.7635,0.2843,0.7451,self_employed,metro,1
55,82648,778,4032273,16952,22,12,4235406,0.6142,0.952,4.0657,self_employed,metro,0
60,211727,627,589512,25664,14,8,4249204,0.1496,0.1387,0.232,self_employed,non_metro,1
55,115253,703,7956514,39145,17,19,8357143,0.9805,0.9521,5.7529,self_employed,non_metro,0
59,44295,832,5222807,6689,23,4,5922523,1.125,0.8819,9.8258,self_employed,metro,0
64,141822,684,5407781,35155,17,11,6185336,0.6018,0.8743,3.1776,self_employed,non_metro,0
60,119691,731,6936632,33281,24,10,8590220,0.7504,0.8075,4.8295,salaried,metro,1
44,119821,663,1818645,22668,28,25,6495154,0.3078,0.28,1.2648,self_employed,metro,1
65,38812,837,2787455,2652,12,6,4395515,0.8656,0.6342,5.985,salaried,non_metro,1
50,94760,608,7969901,3175,21,17,9455203,0.7503,0.8429,7.0088,salaried,non_metro,0
36,195761,684,4816706,4355,15,29,6199946,0.2645,0.7769,2.0504,salaried,non_metro,1
60,191796,604,7708314,28466,14,8,9269521,0.5583,0.8316,3.3492,salaried,metro,1
47,152356,687,2475538,4685,16,26,7518724,0.1858,0.3292,1.354,self_employed,non_metro,1
40,32493,707,5388550,3294,30,24,9326870,1.3765,0.5777,13.8198,salaried,non_metro,0
29,52538,633,2561661,25186,6,7,5276966,1.3462,0.4854,4.0632,salaried,non_metro,1
65,194538,765,2247053,23880,12,20,4791261,0.251,0.469,0.9626,self_employed,metro,1
52,64537,600,4309961,15970,6,26,9342775,1.4347,0.4613,5.5652,self_employed,metro,0
43,124617,788,1495976,14372,30,13,2732321,0.2076,0.5475,1.0004,self_employed,metro,1
56,20728,782,6896029,34793,24,28,7831090,4.3903,0.8806,27.7243,self_employed,metro,0
25,60371,690,5056875,2633,17,5,7096838,0.8212,0.7126,6.9803,salaried,metro,0
32,154071,806,2437608,19327,5,29,9457802,0.45,0.2577,1.3184,salaried,metro,1
24,249489,778,7947665,27554,12,25,9549617,0.4641,0.8322,2.6546,self_employed,non_metro,1
49,74383,765,1610156,13831,28,15,4295018,0.3551,0.3749,1.8039,self_employed,non_metro,1
61,126663,634,3479731,16591,5,16,5340643,0.6946,0.6516,2.2894,salaried,non_metro,1
62,187982,615,7231797,32339,15,28,9706715,0.5509,0.745,3.2059,salaried,metro,1
23,248277,807,2368088,30592,17,4,4669359,0.2118,0.5072,0.7948,self_employed,metro,1
36,98913,774,1857855,18578,6,28,9415620,0.5217,0.1973,1.5652,salaried,metro,1
38,157170,732,1634258,29392,22,19,8858564,0.2742,0.1845,0.8665,self_employed,metro,1
51,170852,658,927082,14505,17,16,1748705,0.1353,0.5302,0.4522,self_employed,metro,1
35,214435,842,4119868,27965,5,9,4449570,0.5246,0.9259,1.6011,salaried,metro,0
54,138978,800,765973,8933,22,25,8642210,0.1105,0.0886,0.4593,self_employed,non_metro,1
33,242227,693,2738916,35215,11,1,6030033,0.2775,0.4542,0.9423,salaried,metro,0
43,169130,679,921569,5593,8,28,1023611,0.1115,0.9003,0.4541,salaried,non_metro,0
25,181406,760,6155425,34500,26,20,6555305,0.4604,0.939,2.8276,self_employed,non_metro,1
39,62278,842,7307354,4211,5,11,9050646,2.4749,0.8074,9.7779,self_employed,metro,0
24,79357,723,7094913,22186,14,19,9401239,1.1914,0.7547,7.4504,salaried,non_metro,0
29,150376,685,3403505,2754,25,3,7135847,0.2006,0.477,1.8861,self_employed,non_metro,0
48,182086,813,6829375,26688,28,16,8129679,0.4396,0.8401,3.1255,self_employed,metro,1
61,147176,781,3225464,25766,21,19,8835630,0.3618,0.3651,1.8263,self_employed,non_metro,1
63,78131,774,3508824,6882,25,14,7983344,0.4497,0.4395,3.7425,self_employed,non_metro,1
43,192529,608,3811340,25733,14,18,8264721,0.3356,0.4612,1.6497,self_employed,non_metro,1
22,224311,726,7251167,34503,7,1,7664077,0.6658,0.9461,2.6939,self_employed,metro,0
62,243289,645,2206098,16320,15,20,4545466,0.1564,0.4853,0.7557,self_employed,metro,1
22,38978,713,2884963,13997,10,4,5812793,1.2768,0.4963,6.1679,salaried,non_metro,1
45,60567,722,1915757,37988,18,26,3504156,0.9136,0.5467,2.6359,salaried,non_metro,0
38,24478,688,7053422,29412,23,18,7053971,3.582,0.9999,24.0128,salaried,non_metro,1
23,136362,604,1149607,5991,24,23,3242863,0.1127,0.3545,0.7025,self_employed,non_metro,0
65,214795,609,1567616,7896,13,20,3640248,0.1142,0.4306,0.6082,salaried,non_metro,0
50,162387,812,4148423,36211,24,0,6752373,0.4312,0.6144,2.1289,salaried,metro,1
29,161723,610,2271227,27801,24,13,3919948,0.2864,0.5794,1.1703,salaried,metro,0
62,156724,673,1939021,36270,20,19,4482988,0.3388,0.4325,1.031,self_employed,metro,0
41,65453,695,3441321,36035,30,11,9977599,0.9548,0.3449,4.3814,self_employed,metro,1
50,249409,758,3360291,13167,18,3,4995054,0.1748,0.6727,1.1228,self_employed,non_metro,0
38,44134,732,2006619,14495,10,23,5507971,0.8922,0.3643,3.7889,self_employed,metro,1
51,184283,626,1312735,28345,5,9,4513321,0.3,0.2909,0.5936,salaried,non_metro,1
27,70431,721,3959687,4527,5,6,7518749,1.2177,0.5266,4.6851,self_employed,metro,1
57,92383,736,1201155,26214,22,23,5915690,0.3928,0.203,1.0835,self_employed,non_metro,1
42,235549,605,1621834,25135,24,10,8541292,0.1628,0.1899,0.5738,salaried,non_metro,1
27,206078,678,3050340,13342,10,12,3881980,0.2483,0.7858,1.2335,self_employed,non_metro,1
25,123051,787,5456473,9374,28,0,7312418,0.4226,0.7462,3.6953,salaried,metro,0
34,169051,687,5370262,4950,13,21,8529237,0.3664,0.6296,2.6473,self_employed,metro,1
27,157551,619,2137391,32124,26,6,6722583,0.3119,0.3179,1.1305,salaried,non_metro,1
37,225984,614,7941930,21460,10,26,8076723,0.5307,0.9833,2.9286,self_employed,metro,0
62,60699,639,3384193,18051,17,4,3410379,0.8149,0.9923,4.6461,salaried,non_metro,0
36,211413,682,1392987,37345,26,7,8407035,0.2291,0.1657,0.5491,self_employed,metro,1
37,179940,623,5593701,13320,9,7,6623239,0.4868,0.8446,2.5905,salaried,metro,1
54,63290,614,4894413,32562,10,23,9160240,1.4733,0.5343,6.4444,self_employed,metro,1
48,248945,637,2900011,34352,6,4,9866860,0.3451,0.2939,0.9708,self_employed,non_metro,0
50,197680,719,7839923,16068,28,29,9749467,0.3911,0.8041,3.305,self_employed,non_metro,1
33,27530,804,3879010,714,25,18,3960515,1.1605,0.9794,11.7418,salaried,metro,1
61,144282,813,1904193,30980,22,19,5267857,0.3254,0.3615,1.0998,self_employed,non_metro,1
50,95419,662,4068398,19119,22,21,6910070,0.5578,0.5888,3.5531,salaried,non_metro,1
31,81648,844,4179972,989,28,21,5267475,0.4121,0.7935,4.2663,salaried,metro,1
26,223631,770,4379239,29444,16,9,4916395,0.3186,0.8907,1.6319,salaried,metro,0
30,234278,788,4365288,14072,10,3,5376922,0.2911,0.8119,1.5527,self_employed,non_metro,1
34,132871,732,3570334,11515,23,22,7922633,0.3086,0.4506,2.2392,salaried,non_metro,1
33,197039,780,788190,35760,21,16,7515986,0.2156,0.1049,0.3333,self_employed,metro,1
30,230660,714,2015411,35740,29,4,8772873,0.2226,0.2297,0.7281,self_employed,non_metro,1
45,130684,749,6044484,14243,20,14,8369329,0.5104,0.7222,3.8544,self_employed,metro,0
25,117591,820,2021413,28025,27,18,3287357,0.3739,0.6149,1.4325,self_employed,metro,0
52,121669,744,7172498,11498,7,30,8673168,1.0281,0.827,4.9126,self_employed,non_metro,0
59,48407,639,5485292,290,16,6,6278677,1.0876,0.8736,9.443,self_employed,metro,0
55,198276,799,3870882,9662,21,13,7604367,0.2151,0.509,1.6269,self_employed,non_metro,1
64,61935,821,854649,24416,22,15,4649234,0.5099,0.1838,1.1499,salaried,metro,1
34,35297,796,3054991,13468,25,11,9518589,1.0785,0.3209,7.2126,salaried,metro,0
59,57959,673,4505918,31954,19,1,5498261,1.2397,0.8195,6.4786,salaried,metro,1
30,193926,624,1117504,29844,11,11,7024179,0.2212,0.1591,0.4802,salaried,metro,0
38,114214,695,4433108,39260,17,20,9207866,0.704,0.4814,3.2345,salaried,metro,0
28,46311,788,2482702,8857,19,13,7091110,0.6659,0.3501,4.4674,self_employed,metro,1
39,82995,712,3110267,15543,7,5,7908622,0.7808,0.3933,3.1229,self_employed,metro,0
